id,facilityId,catalogItemId,programId,referenceName,yearOfInstallation,functionalStatus,utilization,voltageStabilizer,backupGenerator,voltageRegulator,manualTemperatureGauge,remoteTemperatureMonitor
a904e8ae-e84b-486a-a5fc-9e1ad10f65f0,00222dd1-dc14-4696-8357-b1a9fc86f336,c5664cf4-7454-43aa-8256-30680959e9af,10845cb9-d365-4aaa-badd-b4fa39c6a26a,convallis,1994,OBSOLETE,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NO,NO_GAUGE,NO_RTM
e6a58b65-ee9a-4aef-b521-5b7a96b7cb82,0a17df40-82ed-4519-894a-4fd6ecfb4b73,23452d8c-9483-4004-8bf3-45069f5022dc,10845cb9-d365-4aaa-badd-b4fa39c6a26a,nec molestie,2010,NON_FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,NOT_APPLICABLE,YES,NO_GAUGE,PAIRED
f8c3dd93-801b-403b-8e57-4b1e17d8c324,aa7ddd16-0afd-463c-bf4f-695efcce135a,3cf4a6a5-3f44-4434-9f8b-ffc648cb44d5,dce17f2e-af3e-40ad-8e00-3496adef44c3,non quam nec,2013,FUNCTIONING,NOT_IN_USE,UNKNOWN,UNKNOWN,UNKNOWN,NO_GAUGE,PAIRED
a1603320-b2ea-4273-a21c-2b3120f9c461,0c73ad98-7603-4daa-809f-0b7f0dfb4f75,58a86f28-d577-4517-a91c-2374cb0733f9,dce17f2e-af3e-40ad-8e00-3496adef44c3,lorem quisque,1964,FUNCTIONING,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,YES,NO_GAUGE,PAIRED
696dd9ef-c5c5-4236-8787-82dc2af77728,4ceb5126-de33-4ee6-ba2f-a851f86300d7,f8f07897-2a03-498e-b496-cd36b6583aa8,dce17f2e-af3e-40ad-8e00-3496adef44c3,hac habitasse platea,1994,NON_FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,PAIRED,BUILD_IN
0b990a8d-0523-43df-9318-14b50b22c057,d677ae8f-cecc-4cb6-b44b-da836d8705ff,fb896ae5-d248-4993-ab05-27546b1dc0ee,10845cb9-d365-4aaa-badd-b4fa39c6a26a,venenatis lacinia,1984,NON_FUNCTIONING,ACTIVE,YES,UNKNOWN,YES,PAIRED,NO_RTM
3afb087e-dd09-4eca-852f-9043fa62b94e,7d07fc4d-6c73-4136-a760-9fc4daa96025,9438fc0f-3ac0-44d2-9409-57aeb08fdfe8,dce17f2e-af3e-40ad-8e00-3496adef44c3,nullam porttitor lacus,2010,NON_FUNCTIONING,IN_STORE_FOR_ALLOCATION,NO,YES,NO,BUILD_IN,PAIRED
7e66c659-2aea-4f22-ba8a-f66b9dfd67e6,fe7535a4-284e-448b-af6e-95e1a081373d,9aefdf14-48ee-48bc-8d19-e46f788336a9,10845cb9-d365-4aaa-badd-b4fa39c6a26a,duis bibendum felis,1963,FUNCTIONING,ACTIVE,UNKNOWN,UNKNOWN,YES,BUILD_IN,BUILD_IN
4b806f16-148f-47a8-92d6-ad67b13a87a8,a51cd879-b5ce-4b9d-a26d-84e388f043d4,768c2f9b-e268-40bc-81f5-a0c7cdcac08f,dce17f2e-af3e-40ad-8e00-3496adef44c3,diam,2011,NON_FUNCTIONING,NOT_IN_USE,YES,UNKNOWN,NO,BUILD_IN,NO_RTM
592d34b7-9208-4d7e-8b6b-6669cac82f9a,d8e383c9-b734-4cdb-8f7d-069b8c3b4b7a,95ac3018-4f96-454e-8b4b-60e9b9b56dbc,dce17f2e-af3e-40ad-8e00-3496adef44c3,ipsum,2000,OBSOLETE,ACTIVE,NO,UNKNOWN,YES,PAIRED,PAIRED
483ea54e-97b9-4f26-9b3c-bd23c93a11c0,8cd8868f-2c92-42f2-85e0-a981218ebb75,7bab4f00-3498-45aa-a1cf-d11e2f59de74,dce17f2e-af3e-40ad-8e00-3496adef44c3,vivamus vel,2003,FUNCTIONING,ACTIVE,YES,NO,UNKNOWN,NO_GAUGE,PAIRED
f948b256-876b-4126-acab-a30d7ed00bf8,26bd5d4f-1f1d-4d9d-aa37-cb1162542cb0,ba7bf149-83ec-4c68-877f-f481935ecabb,dce17f2e-af3e-40ad-8e00-3496adef44c3,neque libero convallis,1996,FUNCTIONING,NOT_IN_USE,NO,UNKNOWN,NOT_APPLICABLE,PAIRED,PAIRED
5853de2c-a695-4cd5-a72e-4a12ae5da0c0,7e40da60-fb2d-475c-9be6-1fb6f8d972d8,2a85ed39-a689-4a88-967d-f01f605a2533,10845cb9-d365-4aaa-badd-b4fa39c6a26a,vestibulum aliquet ultrices,1968,NON_FUNCTIONING,ACTIVE,NOT_APPLICABLE,YES,NOT_APPLICABLE,PAIRED,PAIRED
